REF_DATE,GEO,Violations and calls for service,VALUE
21-Sep,"Total, Selected police services",Uttering threats by family,
21-Sep,"Total, Selected police services",Uttering threats where relationship type is unknown,
21-Sep,"Total, Selected police services",Total robbery [160],
21-Sep,"Total, Selected police services","Dangerous operation, causing death or bodily harm [911]",
21-Sep,"Total, Selected police services","Impaired driving, causing death or bodily harm [921]",
21-Sep,"Total, Selected police services",Total breaking and entering [210],
21-Sep,"Total, Selected police services","Breaking and entering, non-residential",
21-Sep,"Total, Selected police services","Breaking and entering, residential",
21-Sep,"Total, Selected police services",Breaking and entering where location type is unknown,
21-Sep,"Total, Selected police services",Motor vehicle theft [2135],
21-Sep,"Total, Selected police services",Shoplifting [213],
21-Sep,"Total, Selected police services",Fraud/identity theft/identity fraud [216],
21-Sep,"Total, Selected police services",Fail to comply with order [3410],
21-Sep,"Total, Selected police services","Impaired driving, operating while impaired [923]",
21-Sep,"Total, Selected police services",Provincial/Territorial acts related to COVID-19,
21-Sep,"Total, Selected police services","Calls for service, domestic disturbances / disputes",
21-Sep,"Total, Selected police services","Calls for service, Mental Health Act (MHA) apprehension",
21-Sep,"Total, Selected police services","Calls for service, mental health - other",
21-Sep,"Total, Selected police services","Calls for service, suicide/attempted suicide",
21-Sep,"Total, Selected police services","Calls for service, overdose",
21-Sep,"Total, Selected police services","Calls for service, child welfare check",
21-Sep,"Total, Selected police services","Calls for service, check welfare - general",
21-Sep,"Total, Selected police services","Calls for service, child custody matter - domestic",
21-Sep,Royal Newfoundland Constabulary [10C01],"Total assaults (levels 1, 2, 3) [141]",172
21-Sep,Royal Newfoundland Constabulary [10C01],"Assaults by non-family (levels 1, 2, 3)",52
21-Sep,Royal Newfoundland Constabulary [10C01],"Assaults by family (levels 1, 2, 3)",14
21-Sep,Royal Newfoundland Constabulary [10C01],Assaults where relationship type is unknown,106
21-Sep,Royal Newfoundland Constabulary [10C01],"Total sexual assaults (levels 1, 2, 3) [131]",22
21-Sep,Royal Newfoundland Constabulary [10C01],"Sexual assaults by non-family (levels 1, 2, 3)",3
21-Sep,Royal Newfoundland Constabulary [10C01],"Sexual assaults by family (levels 1, 2, 3)",2
21-Sep,Royal Newfoundland Constabulary [10C01],Sexual assaults where relationship type is unknown,17
21-Sep,Royal Newfoundland Constabulary [10C01],Assault against peace or public officer (level 1) [1460],10
21-Sep,Royal Newfoundland Constabulary [10C01],Uttering threats [1627],91
21-Sep,Royal Newfoundland Constabulary [10C01],Uttering threats by non-family,13
21-Sep,Royal Newfoundland Constabulary [10C01],Uttering threats by family,1
21-Sep,Royal Newfoundland Constabulary [10C01],Uttering threats where relationship type is unknown,77
21-Sep,Royal Newfoundland Constabulary [10C01],Total robbery [160],8
21-Sep,Royal Newfoundland Constabulary [10C01],"Dangerous operation, causing death or bodily harm [911]",0
21-Sep,Royal Newfoundland Constabulary [10C01],"Impaired driving, causing death or bodily harm [921]",1
21-Sep,Royal Newfoundland Constabulary [10C01],Total breaking and entering [210],77
21-Sep,Royal Newfoundland Constabulary [10C01],"Breaking and entering, non-residential",33
21-Sep,Royal Newfoundland Constabulary [10C01],"Breaking and entering, residential",44
21-Sep,Royal Newfoundland Constabulary [10C01],Breaking and entering where location type is unknown,0
21-Sep,Royal Newfoundland Constabulary [10C01],Motor vehicle theft [2135],20
21-Sep,Royal Newfoundland Constabulary [10C01],Shoplifting [213],115
21-Sep,Royal Newfoundland Constabulary [10C01],Fraud/identity theft/identity fraud [216],107
21-Sep,Royal Newfoundland Constabulary [10C01],Fail to comply with order [3410],102
21-Sep,Royal Newfoundland Constabulary [10C01],"Impaired driving, operating while impaired [923]",50
21-Sep,Royal Newfoundland Constabulary [10C01],Provincial/Territorial acts related to COVID-19,3
21-Sep,Royal Newfoundland Constabulary [10C01],"Calls for service, domestic disturbances / disputes",169
21-Sep,Royal Newfoundland Constabulary [10C01],"Calls for service, Mental Health Act (MHA) apprehension",259
21-Sep,Royal Newfoundland Constabulary [10C01],"Calls for service, mental health - other",3
21-Sep,Royal Newfoundland Constabulary [10C01],"Calls for service, suicide/attempted suicide",13
21-Sep,Royal Newfoundland Constabulary [10C01],"Calls for service, overdose",
21-Sep,Royal Newfoundland Constabulary [10C01],"Calls for service, child welfare check",
21-Sep,Royal Newfoundland Constabulary [10C01],"Calls for service, check welfare - general",193
21-Sep,Royal Newfoundland Constabulary [10C01],"Calls for service, child custody matter - domestic",
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]","Total assaults (levels 1, 2, 3) [141]",7
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]","Assaults by non-family (levels 1, 2, 3)",6
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]","Assaults by family (levels 1, 2, 3)",1
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]",Assaults where relationship type is unknown,0
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]","Total sexual assaults (levels 1, 2, 3) [131]",2
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]","Sexual assaults by non-family (levels 1, 2, 3)",2
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]","Sexual assaults by family (levels 1, 2, 3)",0
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]",Sexual assaults where relationship type is unknown,0
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]",Assault against peace or public officer (level 1) [1460],0
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]",Uttering threats [1627],4
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]",Uttering threats by non-family,4
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]",Uttering threats by family,0
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]",Uttering threats where relationship type is unknown,0
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]",Total robbery [160],0
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]","Dangerous operation, causing death or bodily harm [911]",0
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]","Impaired driving, causing death or bodily harm [921]",0
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]",Total breaking and entering [210],4
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]","Breaking and entering, non-residential",4
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]","Breaking and entering, residential",0
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]",Breaking and entering where location type is unknown,0
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]",Motor vehicle theft [2135],0
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]",Shoplifting [213],1
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]",Fraud/identity theft/identity fraud [216],4
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]",Fail to comply with order [3410],1
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]","Impaired driving, operating while impaired [923]",6
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]",Provincial/Territorial acts related to COVID-19,0
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]","Calls for service, domestic disturbances / disputes",10
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]","Calls for service, Mental Health Act (MHA) apprehension",
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]","Calls for service, mental health - other",14
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]","Calls for service, suicide/attempted suicide",0
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]","Calls for service, overdose",0
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]","Calls for service, child welfare check",
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]","Calls for service, check welfare - general",
21-Sep,"Kennebecasis Region, New Brunswick, municipal [13024]","Calls for service, child custody matter - domestic",1
21-Sep,"Montréal, Quebec, municipal [24175]","Total assaults (levels 1, 2, 3) [141]",1029
21-Sep,"Montréal, Quebec, municipal [24175]","Assaults by non-family (levels 1, 2, 3)",739
21-Sep,"Montréal, Quebec, municipal [24175]","Assaults by family (levels 1, 2, 3)",290
21-Sep,"Montréal, Quebec, municipal [24175]",Assaults where relationship type is unknown,0
21-Sep,"Montréal, Quebec, municipal [24175]","Total sexual assaults (levels 1, 2, 3) [131]",158
21-Sep,"Montréal, Quebec, municipal [24175]","Sexual assaults by non-family (levels 1, 2, 3)",135
21-Sep,"Montréal, Quebec, municipal [24175]","Sexual assaults by family (levels 1, 2, 3)",23
21-Sep,"Montréal, Quebec, municipal [24175]",Sexual assaults where relationship type is unknown,0
21-Sep,"Montréal, Quebec, municipal [24175]",Assault against peace or public officer (level 1) [1460],59
21-Sep,"Montréal, Quebec, municipal [24175]",Uttering threats [1627],209
21-Sep,"Montréal, Quebec, municipal [24175]",Uttering threats by non-family,170
21-Sep,"Montréal, Quebec, municipal [24175]",Uttering threats by family,39
21-Sep,"Montréal, Quebec, municipal [24175]",Uttering threats where relationship type is unknown,0
21-Sep,"Montréal, Quebec, municipal [24175]",Total robbery [160],186
21-Sep,"Montréal, Quebec, municipal [24175]","Dangerous operation, causing death or bodily harm [911]",1
21-Sep,"Montréal, Quebec, municipal [24175]","Impaired driving, causing death or bodily harm [921]",2
21-Sep,"Montréal, Quebec, municipal [24175]",Total breaking and entering [210],534
21-Sep,"Montréal, Quebec, municipal [24175]","Breaking and entering, non-residential",229
21-Sep,"Montréal, Quebec, municipal [24175]","Breaking and entering, residential",305
21-Sep,"Montréal, Quebec, municipal [24175]",Breaking and entering where location type is unknown,0
21-Sep,"Montréal, Quebec, municipal [24175]",Motor vehicle theft [2135],1452
21-Sep,"Montréal, Quebec, municipal [24175]",Shoplifting [213],254
21-Sep,"Montréal, Quebec, municipal [24175]",Fraud/identity theft/identity fraud [216],718
21-Sep,"Montréal, Quebec, municipal [24175]",Fail to comply with order [3410],232
21-Sep,"Montréal, Quebec, municipal [24175]","Impaired driving, operating while impaired [923]",128
21-Sep,"Montréal, Quebec, municipal [24175]",Provincial/Territorial acts related to COVID-19,
21-Sep,"Montréal, Quebec, municipal [24175]","Calls for service, domestic disturbances / disputes",
21-Sep,"Montréal, Quebec, municipal [24175]","Calls for service, Mental Health Act (MHA) apprehension",
21-Sep,"Montréal, Quebec, municipal [24175]","Calls for service, mental health - other",
21-Sep,"Montréal, Quebec, municipal [24175]","Calls for service, suicide/attempted suicide",
21-Sep,"Montréal, Quebec, municipal [24175]","Calls for service, overdose",
21-Sep,"Montréal, Quebec, municipal [24175]","Calls for service, child welfare check",
21-Sep,"Montréal, Quebec, municipal [24175]","Calls for service, check welfare - general",
21-Sep,"Montréal, Quebec, municipal [24175]","Calls for service, child custody matter - domestic",
21-Sep,Quebec Provincial Police [24C01],"Total assaults (levels 1, 2, 3) [141]",1087
21-Sep,Quebec Provincial Police [24C01],"Assaults by non-family (levels 1, 2, 3)",546
21-Sep,Quebec Provincial Police [24C01],"Assaults by family (levels 1, 2, 3)",541
21-Sep,Quebec Provincial Police [24C01],Assaults where relationship type is unknown,0
21-Sep,Quebec Provincial Police [24C01],"Total sexual assaults (levels 1, 2, 3) [131]",179
21-Sep,Quebec Provincial Police [24C01],"Sexual assaults by non-family (levels 1, 2, 3)",129
21-Sep,Quebec Provincial Police [24C01],"Sexual assaults by family (levels 1, 2, 3)",50
21-Sep,Quebec Provincial Police [24C01],Sexual assaults where relationship type is unknown,0
21-Sep,Quebec Provincial Police [24C01],Assault against peace or public officer (level 1) [1460],43
21-Sep,Quebec Provincial Police [24C01],Uttering threats [1627],428
21-Sep,Quebec Provincial Police [24C01],Uttering threats by non-family,317
21-Sep,Quebec Provincial Police [24C01],Uttering threats by family,111
21-Sep,Quebec Provincial Police [24C01],Uttering threats where relationship type is unknown,0
21-Sep,Quebec Provincial Police [24C01],Total robbery [160],28
21-Sep,Quebec Provincial Police [24C01],"Dangerous operation, causing death or bodily harm [911]",6
21-Sep,Quebec Provincial Police [24C01],"Impaired driving, causing death or bodily harm [921]",4
21-Sep,Quebec Provincial Police [24C01],Total breaking and entering [210],600
21-Sep,Quebec Provincial Police [24C01],"Breaking and entering, non-residential",319
21-Sep,Quebec Provincial Police [24C01],"Breaking and entering, residential",281
21-Sep,Quebec Provincial Police [24C01],Breaking and entering where location type is unknown,0
21-Sep,Quebec Provincial Police [24C01],Motor vehicle theft [2135],585
21-Sep,Quebec Provincial Police [24C01],Shoplifting [213],118
21-Sep,Quebec Provincial Police [24C01],Fraud/identity theft/identity fraud [216],713
21-Sep,Quebec Provincial Police [24C01],Fail to comply with order [3410],384
21-Sep,Quebec Provincial Police [24C01],"Impaired driving, operating while impaired [923]",357
21-Sep,Quebec Provincial Police [24C01],Provincial/Territorial acts related to COVID-19,
21-Sep,Quebec Provincial Police [24C01],"Calls for service, domestic disturbances / disputes",
21-Sep,Quebec Provincial Police [24C01],"Calls for service, Mental Health Act (MHA) apprehension",
21-Sep,Quebec Provincial Police [24C01],"Calls for service, mental health - other",
21-Sep,Quebec Provincial Police [24C01],"Calls for service, suicide/attempted suicide",
21-Sep,Quebec Provincial Police [24C01],"Calls for service, overdose",
21-Sep,Quebec Provincial Police [24C01],"Calls for service, child welfare check",
21-Sep,Quebec Provincial Police [24C01],"Calls for service, check welfare - general",
21-Sep,Quebec Provincial Police [24C01],"Calls for service, child custody matter - domestic",
21-Sep,"Ottawa, Ontario, municipal [35010]","Total assaults (levels 1, 2, 3) [141]",301
21-Sep,"Ottawa, Ontario, municipal [35010]","Assaults by non-family (levels 1, 2, 3)",229
21-Sep,"Ottawa, Ontario, municipal [35010]","Assaults by family (levels 1, 2, 3)",72
21-Sep,"Ottawa, Ontario, municipal [35010]",Assaults where relationship type is unknown,0
